claim_id,section_id,section,domain,record_id,target_label,field,field_label,value_kind,baseline_value,current_value,proposed_value,current_status,current_verification_status,research_note,resolution_status,evidence_tier,confidence,estimate_rationale,source_1_title,source_1_url,source_1_publisher,source_1_published_date,source_1_accessed_date,source_1_excerpt,source_2_title,source_2_url,source_2_publisher,source_2_published_date,source_2_accessed_date,source_2_excerpt,source_3_title,source_3_url,source_3_publisher,source_3_published_date,source_3_accessed_date,source_3_excerpt
auto_claim__locations__sacramento_ca__countryCode,locations-costs,Locations & Cost of Living,locations,sacramento_ca,"Sacramento, CA",countryCode,Country,,US,US,,source_pending,seed_default,"Research and verify country for Sacramento, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__sacramento_ca__notes,locations-costs,Locations & Cost of Living,locations,sacramento_ca,"Sacramento, CA",notes,Notes,,Current baseline location before the expected move to Langley.,Current baseline location before the expected move to Langley.,,source_pending,seed_default,"Research and verify notes for Sacramento, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__sacramento_ca__label,locations-costs,Locations & Cost of Living,locations,sacramento_ca,"Sacramento, CA",label,Place,,"Sacramento, CA","Sacramento, CA",,source_pending,seed_default,"Research and verify place for Sacramento, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__sacramento_ca__regionType,locations-costs,Locations & Cost of Living,locations,sacramento_ca,"Sacramento, CA",regionType,Region Type,,metro,metro,,source_pending,seed_default,"Research and verify region type for Sacramento, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__sacramento_ca__stateCode,locations-costs,Locations & Cost of Living,locations,sacramento_ca,"Sacramento, CA",stateCode,State / Region,,CA,CA,,source_pending,seed_default,"Research and verify state / region for Sacramento, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__seattle_wa__bahAreaLabel,locations-costs,Locations & Cost of Living,locations,seattle_wa,"Seattle, WA",bahAreaLabel,BAH Area,,Seattle MHA,Seattle MHA,,source_pending,seed_default,"Research and verify bah area for Seattle, WA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__seattle_wa__city,locations-costs,Locations & Cost of Living,locations,seattle_wa,"Seattle, WA",city,City,,Seattle,Seattle,,source_pending,seed_default,"Research and verify city for Seattle, WA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__seattle_wa__countryCode,locations-costs,Locations & Cost of Living,locations,seattle_wa,"Seattle, WA",countryCode,Country,,US,US,,source_pending,seed_default,"Research and verify country for Seattle, WA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__seattle_wa__notes,locations-costs,Locations & Cost of Living,locations,seattle_wa,"Seattle, WA",notes,Notes,,Program location imported from the grad tracker workbook.,Program location imported from the grad tracker workbook.,,source_pending,seed_default,"Research and verify notes for Seattle, WA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__seattle_wa__label,locations-costs,Locations & Cost of Living,locations,seattle_wa,"Seattle, WA",label,Place,,"Seattle, WA","Seattle, WA",,source_pending,seed_default,"Research and verify place for Seattle, WA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__seattle_wa__regionType,locations-costs,Locations & Cost of Living,locations,seattle_wa,"Seattle, WA",regionType,Region Type,,campus,campus,,source_pending,seed_default,"Research and verify region type for Seattle, WA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__seattle_wa__stateCode,locations-costs,Locations & Cost of Living,locations,seattle_wa,"Seattle, WA",stateCode,State / Region,,WA,WA,,source_pending,seed_default,"Research and verify state / region for Seattle, WA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__stanford_ca__bahAreaLabel,locations-costs,Locations & Cost of Living,locations,stanford_ca,"Stanford, CA",bahAreaLabel,BAH Area,,Bay Area MHA,Bay Area MHA,,source_pending,seed_default,"Research and verify bah area for Stanford, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__stanford_ca__city,locations-costs,Locations & Cost of Living,locations,stanford_ca,"Stanford, CA",city,City,,Stanford,Stanford,,source_pending,seed_default,"Research and verify city for Stanford, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__stanford_ca__countryCode,locations-costs,Locations & Cost of Living,locations,stanford_ca,"Stanford, CA",countryCode,Country,,US,US,,source_pending,seed_default,"Research and verify country for Stanford, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__stanford_ca__notes,locations-costs,Locations & Cost of Living,locations,stanford_ca,"Stanford, CA",notes,Notes,,Program location imported from the grad tracker workbook.,Program location imported from the grad tracker workbook.,,source_pending,seed_default,"Research and verify notes for Stanford, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__stanford_ca__label,locations-costs,Locations & Cost of Living,locations,stanford_ca,"Stanford, CA",label,Place,,"Stanford, CA","Stanford, CA",,source_pending,seed_default,"Research and verify place for Stanford, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__stanford_ca__regionType,locations-costs,Locations & Cost of Living,locations,stanford_ca,"Stanford, CA",regionType,Region Type,,campus,campus,,source_pending,seed_default,"Research and verify region type for Stanford, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__stanford_ca__stateCode,locations-costs,Locations & Cost of Living,locations,stanford_ca,"Stanford, CA",stateCode,State / Region,,CA,CA,,source_pending,seed_default,"Research and verify state / region for Stanford, CA.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__tokyo_jp__bahAreaLabel,locations-costs,Locations & Cost of Living,locations,tokyo_jp,"Tokyo, Japan",bahAreaLabel,BAH Area,,International / pending research,International / pending research,,source_pending,placeholder_pending_research,"Research and verify bah area for Tokyo, Japan.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__tokyo_jp__city,locations-costs,Locations & Cost of Living,locations,tokyo_jp,"Tokyo, Japan",city,City,,Tokyo,Tokyo,,source_pending,placeholder_pending_research,"Research and verify city for Tokyo, Japan.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__tokyo_jp__countryCode,locations-costs,Locations & Cost of Living,locations,tokyo_jp,"Tokyo, Japan",countryCode,Country,,JP,JP,,source_pending,placeholder_pending_research,"Research and verify country for Tokyo, Japan.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__tokyo_jp__notes,locations-costs,Locations & Cost of Living,locations,tokyo_jp,"Tokyo, Japan",notes,Notes,,International GI Bill handling remains a placeholder until the research pass.,International GI Bill handling remains a placeholder until the research pass.,,source_pending,placeholder_pending_research,"Research and verify notes for Tokyo, Japan.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__tokyo_jp__label,locations-costs,Locations & Cost of Living,locations,tokyo_jp,"Tokyo, Japan",label,Place,,"Tokyo, Japan","Tokyo, Japan",,source_pending,placeholder_pending_research,"Research and verify place for Tokyo, Japan.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__tokyo_jp__regionType,locations-costs,Locations & Cost of Living,locations,tokyo_jp,"Tokyo, Japan",regionType,Region Type,,international,international,,source_pending,placeholder_pending_research,"Research and verify region type for Tokyo, Japan.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__locations__tokyo_jp__stateCode,locations-costs,Locations & Cost of Living,locations,tokyo_jp,"Tokyo, Japan",stateCode,State / Region,,,,,source_pending,placeholder_pending_research,"Research and verify state / region for Tokyo, Japan.",,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__gi_bill_usage_default__notes,military-benefits,Military & Benefits,benefit_rules,gi_bill_usage_default,GI Bill usage default,notes,Notes,,Keeps current 36-month GI Bill logic separate from school records.,Keeps current 36-month GI Bill logic separate from school records.,,source_pending,seed_default,Research and verify notes for GI Bill usage default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__gi_bill_usage_default__valueText,military-benefits,Military & Benefits,benefit_rules,gi_bill_usage_default,GI Bill usage default,valueText,Notes,,Applies to the first three PhD years in the current annual model.,Applies to the first three PhD years in the current annual model.,,source_pending,seed_default,Research and verify notes for GI Bill usage default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__gi_bill_usage_default__valueNumber,military-benefits,Military & Benefits,benefit_rules,gi_bill_usage_default,GI Bill usage default,valueNumber,Numeric Value,number,36,36,,source_pending,seed_default,Research and verify numeric value for GI Bill usage default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__gi_bill_usage_default__valuePercent,military-benefits,Military & Benefits,benefit_rules,gi_bill_usage_default,GI Bill usage default,valuePercent,Percent Value,percent,,,,source_pending,seed_default,Research and verify percent value for GI Bill usage default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__gi_bill_usage_default__label,military-benefits,Military & Benefits,benefit_rules,gi_bill_usage_default,GI Bill usage default,label,Rule,,GI Bill usage default,GI Bill usage default,,source_pending,seed_default,Research and verify rule for GI Bill usage default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__gi_bill_usage_default__ruleType,military-benefits,Military & Benefits,benefit_rules,gi_bill_usage_default,GI Bill usage default,ruleType,Type,,duration_months,duration_months,,source_pending,seed_default,Research and verify type for GI Bill usage default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__high_income_salary_threshold__notes,military-benefits,Military & Benefits,benefit_rules,high_income_salary_threshold,High-income salary threshold,notes,Notes,,Preserves the current tech-career tax threshold.,Preserves the current tech-career tax threshold.,,source_pending,seed_default,Research and verify notes for High-income salary threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__high_income_salary_threshold__valueText,military-benefits,Military & Benefits,benefit_rules,high_income_salary_threshold,High-income salary threshold,valueText,Notes,,Above this salary the high-income civilian federal tax profile is used.,Above this salary the high-income civilian federal tax profile is used.,,source_pending,seed_default,Research and verify notes for High-income salary threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__high_income_salary_threshold__valueNumber,military-benefits,Military & Benefits,benefit_rules,high_income_salary_threshold,High-income salary threshold,valueNumber,Numeric Value,number,200000,200000,,source_pending,seed_default,Research and verify numeric value for High-income salary threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__high_income_salary_threshold__valuePercent,military-benefits,Military & Benefits,benefit_rules,high_income_salary_threshold,High-income salary threshold,valuePercent,Percent Value,percent,,,,source_pending,seed_default,Research and verify percent value for High-income salary threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__high_income_salary_threshold__label,military-benefits,Military & Benefits,benefit_rules,high_income_salary_threshold,High-income salary threshold,label,Rule,,High-income salary threshold,High-income salary threshold,,source_pending,seed_default,Research and verify rule for High-income salary threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__high_income_salary_threshold__ruleType,military-benefits,Military & Benefits,benefit_rules,high_income_salary_threshold,High-income salary threshold,ruleType,Type,,threshold,threshold,,source_pending,seed_default,Research and verify type for High-income salary threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__living_expense_growth_default__notes,military-benefits,Military & Benefits,benefit_rules,living_expense_growth_default,Living expense growth default,notes,Notes,,Fallback expense growth used when a location cost profile does not override it.,Fallback expense growth used when a location cost profile does not override it.,,source_pending,seed_default,Research and verify notes for Living expense growth default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__living_expense_growth_default__valueText,military-benefits,Military & Benefits,benefit_rules,living_expense_growth_default,Living expense growth default,valueText,Notes,,,,,source_pending,seed_default,Research and verify notes for Living expense growth default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__living_expense_growth_default__valueNumber,military-benefits,Military & Benefits,benefit_rules,living_expense_growth_default,Living expense growth default,valueNumber,Numeric Value,number,,,,source_pending,seed_default,Research and verify numeric value for Living expense growth default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__living_expense_growth_default__valuePercent,military-benefits,Military & Benefits,benefit_rules,living_expense_growth_default,Living expense growth default,valuePercent,Percent Value,percent,0.03,0.03,,source_pending,seed_default,Research and verify percent value for Living expense growth default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__living_expense_growth_default__label,military-benefits,Military & Benefits,benefit_rules,living_expense_growth_default,Living expense growth default,label,Rule,,Living expense growth default,Living expense growth default,,source_pending,seed_default,Research and verify rule for Living expense growth default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__living_expense_growth_default__ruleType,military-benefits,Military & Benefits,benefit_rules,living_expense_growth_default,Living expense growth default,ruleType,Type,,growth_rate,growth_rate,,source_pending,seed_default,Research and verify type for Living expense growth default.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_cola__notes,military-benefits,Military & Benefits,benefit_rules,va_cola,VA compensation COLA,notes,Notes,,Applied to annual VA compensation after the first year it becomes active.,Applied to annual VA compensation after the first year it becomes active.,,source_pending,seed_default,Research and verify notes for VA compensation COLA.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_cola__valueText,military-benefits,Military & Benefits,benefit_rules,va_cola,VA compensation COLA,valueText,Notes,,,,,source_pending,seed_default,Research and verify notes for VA compensation COLA.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_cola__valueNumber,military-benefits,Military & Benefits,benefit_rules,va_cola,VA compensation COLA,valueNumber,Numeric Value,number,,,,source_pending,seed_default,Research and verify numeric value for VA compensation COLA.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_cola__valuePercent,military-benefits,Military & Benefits,benefit_rules,va_cola,VA compensation COLA,valuePercent,Percent Value,percent,0.028,0.028,,source_pending,seed_default,Research and verify percent value for VA compensation COLA.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_cola__label,military-benefits,Military & Benefits,benefit_rules,va_cola,VA compensation COLA,label,Rule,,VA compensation COLA,VA compensation COLA,,source_pending,seed_default,Research and verify rule for VA compensation COLA.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_cola__ruleType,military-benefits,Military & Benefits,benefit_rules,va_cola,VA compensation COLA,ruleType,Type,,cola_rate,cola_rate,,source_pending,seed_default,Research and verify type for VA compensation COLA.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_full_healthcare_threshold__notes,military-benefits,Military & Benefits,benefit_rules,va_full_healthcare_threshold,VA full healthcare threshold,notes,Notes,,Present for structure only; it does not automatically change the current projection results yet.,Present for structure only; it does not automatically change the current projection results yet.,,source_pending,placeholder_pending_research,Research and verify notes for VA full healthcare threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_full_healthcare_threshold__valueText,military-benefits,Military & Benefits,benefit_rules,va_full_healthcare_threshold,VA full healthcare threshold,valueText,Notes,,Documents the future automatic healthcare override rule for 100% VA disability.,Documents the future automatic healthcare override rule for 100% VA disability.,,source_pending,placeholder_pending_research,Research and verify notes for VA full healthcare threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_full_healthcare_threshold__valueNumber,military-benefits,Military & Benefits,benefit_rules,va_full_healthcare_threshold,VA full healthcare threshold,valueNumber,Numeric Value,number,100,100,,source_pending,placeholder_pending_research,Research and verify numeric value for VA full healthcare threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_full_healthcare_threshold__valuePercent,military-benefits,Military & Benefits,benefit_rules,va_full_healthcare_threshold,VA full healthcare threshold,valuePercent,Percent Value,percent,,,,source_pending,placeholder_pending_research,Research and verify percent value for VA full healthcare threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_full_healthcare_threshold__label,military-benefits,Military & Benefits,benefit_rules,va_full_healthcare_threshold,VA full healthcare threshold,label,Rule,,VA full healthcare threshold,VA full healthcare threshold,,source_pending,placeholder_pending_research,Research and verify rule for VA full healthcare threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__benefit_rules__va_full_healthcare_threshold__ruleType,military-benefits,Military & Benefits,benefit_rules,va_full_healthcare_threshold,VA full healthcare threshold,ruleType,Type,,threshold,threshold,,source_pending,placeholder_pending_research,Research and verify type for VA full healthcare threshold.,,,,,,,,,,,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_bay_area__label,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_bay_area,GI Bill MHA · Bay Area,label,Benefit,,GI Bill MHA · Bay Area,GI Bill MHA · Bay Area,,record_level_placeholder,seed_default,Research and verify benefit for GI Bill MHA · Bay Area.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_bay_area__booksSuppliesAnnual,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_bay_area,GI Bill MHA · Bay Area,booksSuppliesAnnual,Books / Year,currency,1000.0,1000.0,,record_level_placeholder,seed_default,Research and verify books / year for GI Bill MHA · Bay Area.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_bay_area__deliveryMode,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_bay_area,GI Bill MHA · Bay Area,deliveryMode,Delivery,,in_person,in_person,,record_level_placeholder,seed_default,Research and verify delivery for GI Bill MHA · Bay Area.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_bay_area__eligibilityReason,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_bay_area,GI Bill MHA · Bay Area,eligibilityReason,Eligibility Note,,location_based_mha,location_based_mha,,record_level_placeholder,seed_default,Research and verify eligibility note for GI Bill MHA · Bay Area.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_bay_area__monthlyHousingAllowance,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_bay_area,GI Bill MHA · Bay Area,monthlyHousingAllowance,Housing / Month,currency,4992.0,4992.0,,record_level_placeholder,seed_default,Research and verify housing / month for GI Bill MHA · Bay Area.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_bay_area__monthsEligible,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_bay_area,GI Bill MHA · Bay Area,monthsEligible,Months,number,36,36,,record_level_placeholder,seed_default,Research and verify months for GI Bill MHA · Bay Area.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_bay_area__notes,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_bay_area,GI Bill MHA · Bay Area,notes,Notes,,Used by Stanford and UC Berkeley. Both stack with the stipend in the current model.,Used by Stanford and UC Berkeley. Both stack with the stipend in the current model.,,record_level_placeholder,seed_default,Research and verify notes for GI Bill MHA · Bay Area.,,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_cambridge_ma__label,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_cambridge_ma,"GI Bill MHA · Cambridge, MA",label,Benefit,,"GI Bill MHA · Cambridge, MA","GI Bill MHA · Cambridge, MA",,record_level_placeholder,seed_default,"Research and verify benefit for GI Bill MHA · Cambridge, MA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_cambridge_ma__booksSuppliesAnnual,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_cambridge_ma,"GI Bill MHA · Cambridge, MA",booksSuppliesAnnual,Books / Year,currency,1000.0,1000.0,,record_level_placeholder,seed_default,"Research and verify books / year for GI Bill MHA · Cambridge, MA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_cambridge_ma__deliveryMode,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_cambridge_ma,"GI Bill MHA · Cambridge, MA",deliveryMode,Delivery,,in_person,in_person,,record_level_placeholder,seed_default,"Research and verify delivery for GI Bill MHA · Cambridge, MA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_cambridge_ma__eligibilityReason,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_cambridge_ma,"GI Bill MHA · Cambridge, MA",eligibilityReason,Eligibility Note,,location_based_mha,location_based_mha,,record_level_placeholder,seed_default,"Research and verify eligibility note for GI Bill MHA · Cambridge, MA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_cambridge_ma__monthlyHousingAllowance,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_cambridge_ma,"GI Bill MHA · Cambridge, MA",monthlyHousingAllowance,Housing / Month,currency,3513.0,3513.0,,record_level_placeholder,seed_default,"Research and verify housing / month for GI Bill MHA · Cambridge, MA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_cambridge_ma__monthsEligible,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_cambridge_ma,"GI Bill MHA · Cambridge, MA",monthsEligible,Months,number,36,36,,record_level_placeholder,seed_default,"Research and verify months for GI Bill MHA · Cambridge, MA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_cambridge_ma__notes,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_cambridge_ma,"GI Bill MHA · Cambridge, MA",notes,Notes,,MIT reference MHA used in the planner baseline.,MIT reference MHA used in the planner baseline.,,record_level_placeholder,seed_default,"Research and verify notes for GI Bill MHA · Cambridge, MA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_davis_ca__label,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_davis_ca,"GI Bill MHA · Davis, CA",label,Benefit,,"GI Bill MHA · Davis, CA","GI Bill MHA · Davis, CA",,record_level_placeholder,seed_default,"Research and verify benefit for GI Bill MHA · Davis, CA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_davis_ca__booksSuppliesAnnual,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_davis_ca,"GI Bill MHA · Davis, CA",booksSuppliesAnnual,Books / Year,currency,1000.0,1000.0,,record_level_placeholder,seed_default,"Research and verify books / year for GI Bill MHA · Davis, CA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_davis_ca__deliveryMode,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_davis_ca,"GI Bill MHA · Davis, CA",deliveryMode,Delivery,,in_person,in_person,,record_level_placeholder,seed_default,"Research and verify delivery for GI Bill MHA · Davis, CA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_davis_ca__eligibilityReason,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_davis_ca,"GI Bill MHA · Davis, CA",eligibilityReason,Eligibility Note,,location_based_mha,location_based_mha,,record_level_placeholder,seed_default,"Research and verify eligibility note for GI Bill MHA · Davis, CA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_davis_ca__monthlyHousingAllowance,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_davis_ca,"GI Bill MHA · Davis, CA",monthlyHousingAllowance,Housing / Month,currency,1980.0,1980.0,,record_level_placeholder,seed_default,"Research and verify housing / month for GI Bill MHA · Davis, CA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_davis_ca__monthsEligible,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_davis_ca,"GI Bill MHA · Davis, CA",monthsEligible,Months,number,36,36,,record_level_placeholder,seed_default,"Research and verify months for GI Bill MHA · Davis, CA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_davis_ca__notes,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_davis_ca,"GI Bill MHA · Davis, CA",notes,Notes,,UC Davis reference MHA used in the planner baseline.,UC Davis reference MHA used in the planner baseline.,,record_level_placeholder,seed_default,"Research and verify notes for GI Bill MHA · Davis, CA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_pittsburgh_pa__label,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_pittsburgh_pa,"GI Bill MHA · Pittsburgh, PA",label,Benefit,,"GI Bill MHA · Pittsburgh, PA","GI Bill MHA · Pittsburgh, PA",,record_level_placeholder,seed_default,"Research and verify benefit for GI Bill MHA · Pittsburgh, PA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_pittsburgh_pa__booksSuppliesAnnual,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_pittsburgh_pa,"GI Bill MHA · Pittsburgh, PA",booksSuppliesAnnual,Books / Year,currency,1000.0,1000.0,,record_level_placeholder,seed_default,"Research and verify books / year for GI Bill MHA · Pittsburgh, PA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_pittsburgh_pa__deliveryMode,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_pittsburgh_pa,"GI Bill MHA · Pittsburgh, PA",deliveryMode,Delivery,,in_person,in_person,,record_level_placeholder,seed_default,"Research and verify delivery for GI Bill MHA · Pittsburgh, PA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_pittsburgh_pa__eligibilityReason,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_pittsburgh_pa,"GI Bill MHA · Pittsburgh, PA",eligibilityReason,Eligibility Note,,location_based_mha,location_based_mha,,record_level_placeholder,seed_default,"Research and verify eligibility note for GI Bill MHA · Pittsburgh, PA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
auto_claim__gi_bill_benefits__gi_bill_pittsburgh_pa__monthlyHousingAllowance,military-benefits,Military & Benefits,gi_bill_benefits,gi_bill_pittsburgh_pa,"GI Bill MHA · Pittsburgh, PA",monthlyHousingAllowance,Housing / Month,currency,1400.0,1400.0,,record_level_placeholder,seed_default,"Research and verify housing / month for GI Bill MHA · Pittsburgh, PA.",,,,,Planner seed default,,Planner seed default,,,Record-level placeholder source reused across sourceable fields for this record.,,,,,,,,,,,,
